,Open,High,Low,Close,Adj Close,Volume,Apple,iPhone,MacBook,AAPL,Samsung,Apple store,Apple Watch,Apple accessories,Tim Cook,iPad,Apple services,Apple support,Apple reviews,target,normalized_target
2024-06-01,191.44000244140625,192.57000732421875,189.91000366210938,192.25,192.25,75158300.0,0.30303030303030304,0.5789473684210527,0.3333333333333333,0.031578947368421054,0.782608695652174,0.34615384615384615,0.5909090909090909,0.4166666666666667,0.025,0.22448979591836735,0.0,0.16666666666666666,0.4411764705882353,0.0,-0.50536472518216
2024-06-02,191.44000244140625,192.57000732421875,189.91000366210938,192.25,192.25,75158300.0,0.24242424242424243,0.7368421052631579,0.2857142857142857,0.010526315789473684,1.0,0.46153846153846156,0.7727272727272727,0.5208333333333334,0.05,0.30612244897959184,0.453125,0.2222222222222222,0.7647058823529411,1.779998779296875,-0.31437772544165765
2024-06-03,192.89999389648438,194.99000549316406,192.52000427246094,194.02999877929688,194.02999877929688,50080500.0,0.3333333333333333,0.42105263157894735,0.9047619047619048,0.2631578947368421,0.34782608695652173,0.38461538461538464,0.3181818181818182,0.6041666666666666,0.075,0.16326530612244897,0.875,0.5,0.5882352941176471,0.32000732421875,-0.4710291742489917
2024-06-04,194.63999938964844,195.32000732421875,193.02999877929688,194.35000610351562,194.35000610351562,47471400.0,0.030303030303030304,0.10526315789473684,0.47619047619047616,0.24210526315789474,0.17391304347826086,0.038461538461538464,0.045454545454545456,0.3958333333333333,0.0375,0.061224489795918366,0.75,0.3611111111111111,0.14705882352941177,1.519989013671875,-0.342275769877152
2024-06-05,195.39999389648438,196.89999389648438,194.8699951171875,195.8699951171875,195.8699951171875,54156800.0,0.24242424242424243,0.10526315789473684,0.6666666666666666,0.3368421052631579,0.30434782608695654,0.23076923076923078,0.2727272727272727,0.5208333333333334,0.075,0.12244897959183673,0.75,0.5,0.35294117647058826,-1.3899993896484375,-0.6545062954786013
2024-06-06,195.69000244140625,196.5,194.1699981689453,194.47999572753906,194.47999572753906,41181800.0,0.15151515151515152,0.15789473684210525,0.47619047619047616,0.28421052631578947,0.391304347826087,0.07692307692307693,0.3181818181818182,0.0625,0.025,0.14285714285714285,0.796875,0.5,0.4117647058823529,2.410003662109375,-0.24678063279772033
2024-06-07,194.64999389648438,196.94000244140625,194.13999938964844,196.88999938964844,196.88999938964844,53103900.0,0.15151515151515152,0.15789473684210525,0.47619047619047616,0.2736842105263158,0.391304347826087,0.0,0.09090909090909091,0.2916666666666667,0.075,0.08163265306122448,0.375,0.4166666666666667,0.9705882352941176,0.0,-0.50536472518216
2024-06-08,194.64999389648438,196.94000244140625,194.13999938964844,196.88999938964844,196.88999938964844,53103900.0,0.24242424242424243,0.7368421052631579,0.23809523809523808,0.042105263157894736,0.8260869565217391,0.5769230769230769,0.5909090909090909,0.6041666666666666,0.0,0.1836734693877551,0.640625,0.1388888888888889,0.29411764705882354,0.0,-0.50536472518216
2024-06-09,194.64999389648438,196.94000244140625,194.13999938964844,196.88999938964844,196.88999938964844,53103900.0,0.2727272727272727,0.631578947368421,0.38095238095238093,0.031578947368421054,0.782608695652174,0.34615384615384615,0.8636363636363636,1.0,0.0375,0.24489795918367346,0.21875,0.2222222222222222,0.38235294117647056,-3.7700042724609375,-0.909871634614204
2024-06-10,196.89999389648438,197.3000030517578,192.14999389648438,193.1199951171875,193.1199951171875,97262100.0,0.7272727272727273,0.3684210526315789,0.9047619047619048,0.6842105263157895,0.5652173913043478,0.5769230769230769,0.6818181818181818,0.6041666666666666,0.675,0.1836734693877551,0.890625,0.75,0.29411764705882354,14.029998779296875,1.0
2024-06-11,193.64999389648438,207.16000366210938,193.6300048828125,207.14999389648438,207.14999389648438,172373300.0,1.0,0.6842105263157895,1.0,0.9894736842105263,0.43478260869565216,0.38461538461538464,0.6818181818181818,1.0,0.7125,0.3877551020408163,0.8125,1.0,0.7352941176470589,5.920013427734375,0.12982986940800978
2024-06-12,207.3699951171875,220.1999969482422,206.89999389648438,213.07000732421875,213.07000732421875,198134300.0,0.6363636363636364,0.47368421052631576,0.9047619047619048,1.0,0.4782608695652174,0.34615384615384615,0.5454545454545454,0.5833333333333334,1.0,0.24489795918367346,1.0,0.9166666666666666,0.8235294117647058,1.1699981689453125,-0.3798284368499768
2024-06-13,214.74000549316406,216.75,211.60000610351562,214.24000549316406,214.24000549316406,97862700.0,0.45454545454545453,0.5789473684210527,0.7142857142857143,0.6947368421052632,0.43478260869565216,0.19230769230769232,0.5454545454545454,0.5416666666666666,0.7125,0.32653061224489793,0.625,0.6388888888888888,0.6764705882352942,-1.75,-0.6931329716738254
2024-06-14,213.85000610351562,215.1699981689453,211.3000030517578,212.49000549316406,212.49000549316406,70122700.0,0.42424242424242425,0.47368421052631576,0.47619047619047616,0.5368421052631579,0.5652173913043478,0.3076923076923077,0.3181818181818182,0.3541666666666667,0.5625,0.16326530612244897,0.765625,0.5277777777777778,0.17647058823529413,0.0,-0.50536472518216
2024-06-15,213.85000610351562,215.1699981689453,211.3000030517578,212.49000549316406,212.49000549316406,70122700.0,0.48484848484848486,0.8421052631578947,0.3333333333333333,0.07368421052631578,0.8695652173913043,0.5769230769230769,0.8636363636363636,0.375,0.3375,0.2653061224489796,0.40625,0.3611111111111111,0.7352941176470589,0.0,-0.50536472518216
2024-06-16,213.85000610351562,215.1699981689453,211.3000030517578,212.49000549316406,212.49000549316406,70122700.0,0.3939393939393939,0.8421052631578947,0.19047619047619047,0.042105263157894736,0.6956521739130435,0.5,1.0,0.7083333333333334,0.2125,0.24489795918367346,0.4375,0.1388888888888889,0.7941176470588235,4.17999267578125,-0.05686764227961727
2024-06-17,213.3699951171875,218.9499969482422,212.72000122070312,216.6699981689453,216.6699981689453,93728300.0,0.36363636363636365,0.3157894736842105,0.6190476190476191,0.5263157894736842,0.6086956521739131,0.11538461538461539,0.8636363636363636,0.4375,0.1375,0.22448979591836735,0.703125,0.6944444444444444,0.38235294117647056,-2.3800048828125,-0.7607300643177627
2024-06-18,217.58999633789062,218.6300048828125,213.0,214.2899932861328,214.2899932861328,79943300.0,0.24242424242424243,0.15789473684210525,0.9523809523809523,0.49473684210526314,0.5217391304347826,0.15384615384615385,0.4090909090909091,0.7708333333333334,0.1,0.16326530612244897,0.59375,0.6666666666666666,0.5882352941176471,0.0,-0.50536472518216
2024-06-19,217.58999633789062,218.6300048828125,213.0,214.2899932861328,214.2899932861328,79943300.0,0.30303030303030304,0.7894736842105263,0.9047619047619048,0.17894736842105263,0.4782608695652174,0.3076923076923077,0.3181818181818182,0.22916666666666666,0.125,0.12244897959183673,0.828125,0.5833333333333334,0.35294117647058826,-4.6100006103515625,-1.0
2024-06-20,213.92999267578125,214.24000549316406,208.85000610351562,209.67999267578125,209.67999267578125,86172500.0,0.15151515151515152,0.15789473684210525,0.6666666666666666,0.3684210526315789,0.43478260869565216,0.23076923076923078,0.18181818181818182,0.3333333333333333,0.1,0.12244897959183673,0.8125,0.4444444444444444,0.6470588235294118,-2.1899871826171875,-0.7403418983931611
2024-06-21,210.38999938964844,211.88999938964844,207.11000061035156,207.49000549316406,207.49000549316406,246421400.0,0.2727272727272727,0.21052631578947367,0.42857142857142855,0.3368421052631579,0.34782608695652173,0.38461538461538464,0.2727272727272727,0.5,0.0625,0.12244897959183673,0.515625,0.5277777777777778,0.35294117647058826,0.0,-0.50536472518216
2024-06-22,210.38999938964844,211.88999938964844,207.11000061035156,207.49000549316406,207.49000549316406,246421400.0,0.45454545454545453,0.5263157894736842,0.38095238095238093,0.05263157894736842,0.8695652173913043,0.5769230769230769,0.8636363636363636,0.6666666666666666,0.175,0.20408163265306123,0.296875,0.2777777777777778,0.38235294117647056,0.0,-0.50536472518216
2024-06-23,210.38999938964844,211.88999938964844,207.11000061035156,207.49000549316406,207.49000549316406,246421400.0,0.3333333333333333,0.8421052631578947,0.47619047619047616,0.010526315789473684,0.7391304347826086,1.0,0.8181818181818182,0.5208333333333334,0.1,0.32653061224489793,0.5,0.25,0.6176470588235294,0.649993896484375,-0.435622888511785
2024-06-24,207.72000122070312,212.6999969482422,206.58999633789062,208.13999938964844,208.13999938964844,80727000.0,0.15151515151515152,0.21052631578947367,0.6190476190476191,0.3263157894736842,0.391304347826087,0.5384615384615384,0.18181818181818182,0.2916666666666667,0.0625,0.16326530612244897,0.640625,0.5555555555555556,0.2647058823529412,0.9300079345703125,-0.40557846284067256
2024-06-25,209.14999389648438,211.3800048828125,208.61000061035156,209.07000732421875,209.07000732421875,56713900.0,0.12121212121212122,0.42105263157894735,0.8095238095238095,0.28421052631578947,0.6521739130434783,0.5,0.22727272727272727,0.375,0.05,0.10204081632653061,0.640625,0.6388888888888888,0.38235294117647056,4.17999267578125,-0.05686764227961727
2024-06-26,211.5,214.86000061035156,210.63999938964844,213.25,213.25,66213200.0,0.15151515151515152,0.42105263157894735,0.38095238095238093,0.3263157894736842,0.6956521739130435,0.6153846153846154,0.13636363636363635,0.3125,0.05,0.10204081632653061,0.671875,0.5833333333333334,0.3235294117647059,0.850006103515625,-0.41416235057396455
2024-06-27,214.69000244140625,215.74000549316406,212.35000610351562,214.10000610351562,214.10000610351562,49772700.0,0.18181818181818182,0.21052631578947367,0.5714285714285714,0.29473684210526313,0.5652173913043478,0.5,0.5,0.22916666666666666,0.05,0.12244897959183673,0.703125,0.7222222222222222,0.38235294117647056,-3.480010986328125,-0.8787564741390531
2024-06-28,215.77000427246094,216.07000732421875,210.3000030517578,210.6199951171875,210.6199951171875,82542700.0,0.18181818181818182,0.3157894736842105,0.5238095238095238,0.2736842105263158,0.4782608695652174,0.7307692307692307,0.18181818181818182,0.3333333333333333,0.025,0.14285714285714285,0.65625,0.5833333333333334,0.08823529411764706,0.0,-0.50536472518216
2024-06-29,215.77000427246094,216.07000732421875,210.3000030517578,210.6199951171875,210.6199951171875,82542700.0,0.21212121212121213,0.6842105263157895,0.23809523809523808,0.031578947368421054,0.9565217391304348,0.7307692307692307,0.36363636363636365,0.4375,0.0,0.20408163265306123,0.515625,0.3888888888888889,0.2647058823529412,0.0,-0.50536472518216
2024-06-30,215.77000427246094,216.07000732421875,210.3000030517578,210.6199951171875,210.6199951171875,82542700.0,0.30303030303030304,0.5789473684210527,0.42857142857142855,0.0,0.8695652173913043,0.8846153846153846,0.6818181818181818,0.4375,0.0125,0.22448979591836735,0.546875,0.3055555555555556,0.29411764705882354,0.0,-0.50536472518216
2024-07-01,215.77000427246094,216.07000732421875,210.3000030517578,210.6199951171875,210.6199951171875,82542700.0,0.21212121212121213,0.2631578947368421,0.7142857142857143,0.30526315789473685,0.4782608695652174,0.6153846153846154,0.18181818181818182,0.25,0.0375,0.12244897959183673,0.71875,0.5277777777777778,0.35294117647058826,,
